@relation sms

@attribute ncharacter real
@attribute ndollars real
@attribute nnumeric real
@attribute nuppercase real
@attribute type {ham, spam}

@data
143,0,4,0,ham
55,0,0,0,ham
151,0,24,0,spam
35,0,0,1,ham
54,0,0,1,ham
96,0,1,1,ham
41,0,2,0,ham
35,0,0,1,ham
68,0,0,0,ham
124,0,0,2,ham
137,0,19,1,spam
31,0,0,0,ham
87,0,0,0,ham
166,0,19,0,spam
28,0,0,0,ham
141,0,26,4,spam
58,0,1,0,ham
71,0,0,1,ham
136,0,19,1,spam
67,0,0,0,ham
79,0,0,0,ham
164,0,21,0,spam
98,0,1,0,ham
154,0,1,3,ham
48,0,0,0,ham
155,0,1,17,ham
261,0,0,0,ham
55,0,1,0,ham
26,0,0,0,ham
56,0,0,0,ham
90,0,0,0,ham
99,0,0,0,ham
27,0,0,1,ham
36,0,0,0,ham
29,0,0,0,ham
51,0,0,1,ham
70,0,1,0,ham
37,0,0,0,ham
125,0,0,0,ham
41,0,0,1,ham
76,0,0,0,ham
75,0,0,0,ham
155,0,2,1,spam
171,0,0,1,ham
37,0,0,0,ham
46,0,0,1,ham
159,0,0,0,spam
103,0,0,1,ham
451,0,4,4,ham
155,0,0,2,ham
52,0,0,0,ham
62,0,2,13,ham
159,0,0,5,ham
38,0,0,0,ham
53,0,12,0,spam
32,0,0,0,ham
165,0,13,1,spam
96,0,2,2,ham
44,0,0,0,ham
162,0,6,0,spam
58,0,0,0,ham
93,0,0,0,ham
33,0,0,0,ham
48,0,0,1,ham
50,0,7,1,spam
37,0,0,1,ham
76,0,1,12,ham
35,0,0,0,ham
159,0,0,1,ham
112,0,1,1,ham
106,0,0,0,ham
36,0,0,0,ham
54,0,2,1,ham
286,0,9,0,ham
42,0,0,0,ham
75,0,0,0,ham
119,0,0,0,ham
121,0,1,0,ham
52,0,0,0,ham
32,0,0,0,ham
92,0,0,0,ham
168,0,26,5,spam
93,0,0,2,ham
233,0,1,4,ham
107,0,0,1,ham
168,0,19,2,spam
138,0,0,0,ham
93,0,1,0,ham
41,0,0,0,ham
82,0,0,1,ham
109,0,0,0,ham
161,0,5,1,spam
92,0,0,1,ham
33,0,0,0,ham
135,0,0,0,ham
84,0,0,1,ham
189,0,0,0,ham
58,0,0,0,ham
36,0,0,0,ham
90,0,0,20,ham
82,0,0,1,ham
28,0,0,1,ham
81,0,1,1,ham
33,0,0,0,ham
35,0,0,0,ham
80,0,0,2,ham
41,0,0,0,ham
28,0,0,0,ham
166,0,21,1,spam
36,0,0,2,ham
104,0,0,3,ham
29,0,0,0,ham
70,0,0,0,ham
29,0,0,0,ham
89,0,0,0,ham
33,0,0,1,ham
51,0,0,0,ham
9,0,1,1,ham
60,0,0,0,ham
98,0,0,0,ham
75,0,0,0,ham
91,0,1,0,ham
125,0,11,7,spam
106,0,0,0,ham
162,0,0,5,ham
54,0,0,1,ham
30,0,0,1,ham
40,0,0,1,ham
53,0,0,0,ham
48,0,0,1,ham
32,0,0,1,ham
23,0,0,4,ham
9,0,0,0,ham
148,0,19,2,spam
162,0,6,2,spam
27,0,0,0,ham
74,0,0,0,ham
42,0,0,0,ham
44,0,0,0,ham
139,0,2,0,ham
156,0,18,2,spam
88,0,0,1,ham
121,0,0,1,ham
47,0,0,0,ham
157,0,12,0,spam
168,0,26,5,spam
45,0,0,8,ham
28,0,0,0,ham
66,0,0,0,ham
166,0,15,1,spam
48,0,0,1,ham
114,0,0,2,ham
35,0,0,0,ham
334,0,0,1,ham
96,0,0,0,ham
36,0,0,0,ham
34,0,0,1,ham
27,0,1,0,ham
142,0,21,7,spam
45,0,0,1,ham
34,0,0,2,ham
43,0,0,0,ham
46,0,0,1,ham
56,0,0,0,ham
40,0,1,1,ham
94,0,2,0,ham
56,0,1,0,ham
45,0,0,2,ham
115,0,3,20,ham
146,0,1,2,ham
50,0,0,0,ham
76,0,0,1,ham
152,0,29,4,spam
40,0,0,0,ham
34,0,0,0,ham
148,0,1,2,ham
164,0,14,7,spam
53,0,0,0,ham
26,0,0,0,ham
103,0,0,0,ham
141,0,9,0,ham
161,0,16,0,spam
37,0,0,1,ham
48,0,1,0,ham
53,0,0,0,ham
30,0,0,1,ham
24,0,0,0,ham
138,0,0,1,ham
71,0,0,0,ham
63,0,0,1,ham
124,0,0,1,ham
58,0,1,0,ham
43,0,0,1,ham
50,0,1,1,ham
132,0,24,3,spam
104,0,0,0,ham
82,0,0,0,ham
60,0,0,0,ham
28,0,0,1,ham
26,0,0,0,ham
38,0,0,0,ham
51,0,0,0,ham
28,0,2,0,ham
87,0,0,0,ham
132,1,0,1,ham
79,0,0,3,ham
28,0,0,0,ham
70,0,0,1,ham
329,0,1,2,ham
31,0,1,0,ham
157,0,0,33,ham
49,0,1,0,ham
87,0,0,5,ham
151,0,10,2,spam
56,0,0,0,ham
50,0,1,0,ham
157,0,1,1,ham
47,0,0,0,ham
106,0,0,0,ham
34,0,0,0,ham
68,0,0,0,ham
173,0,0,0,ham
149,0,24,2,spam
114,0,0,0,ham
40,0,0,1,ham
43,0,0,0,ham
54,0,0,1,ham
36,0,0,0,ham
29,0,0,0,ham
161,0,20,7,spam
45,0,0,0,ham
118,0,0,4,ham
124,0,0,1,ham
55,0,4,0,ham
28,0,0,0,ham
52,0,0,1,ham
160,0,27,3,spam
43,0,0,1,ham
161,0,19,3,spam
56,0,0,0,ham
37,0,0,0,ham
130,0,0,0,ham
41,0,0,1,ham
60,0,0,0,ham
28,0,0,1,ham
40,0,0,2,ham
92,0,0,0,ham
76,0,0,1,ham
99,0,1,0,ham
102,0,0,0,ham
56,0,1,0,ham
28,0,0,0,ham
167,0,0,0,ham
87,0,3,0,ham
37,0,0,1,ham
151,0,1,1,ham
126,0,0,1,ham
45,0,0,0,ham
162,0,16,5,spam
32,0,0,0,ham
33,0,0,1,ham
102,0,0,2,ham
164,0,0,4,ham
33,0,0,0,ham
41,0,0,0,ham
69,0,1,0,ham
35,0,0,0,ham
31,0,0,0,ham
194,0,0,0,ham
165,0,0,1,ham
31,0,0,0,ham
34,0,0,0,ham
29,0,0,0,ham
34,0,0,0,ham
52,0,0,0,ham
77,0,1,1,ham
42,0,0,1,ham
130,0,0,0,ham
57,0,0,0,ham
197,0,0,0,ham
131,0,0,0,ham
44,0,0,0,ham
30,0,0,0,ham
40,0,0,0,ham
38,0,0,0,ham
43,0,0,0,ham
162,0,26,2,spam
82,0,0,0,ham
43,0,0,0,ham
21,0,0,0,ham
135,0,0,3,ham
138,0,1,0,ham
45,0,0,3,ham
16,0,0,0,ham
50,0,0,0,ham
72,0,1,1,ham
45,0,0,0,ham
87,0,0,2,ham
101,0,1,1,ham
150,0,0,0,ham
35,0,0,0,ham
7,0,0,0,ham
130,0,0,0,ham
138,0,9,0,ham
61,0,0,0,ham
47,0,0,0,ham
75,0,0,0,ham
55,0,3,1,ham
118,0,24,0,spam
112,0,13,0,spam
161,0,17,7,spam
140,0,0,1,ham
162,0,16,3,spam
51,0,0,0,ham
145,0,0,0,spam
43,0,0,0,ham
51,0,0,0,ham
49,0,0,1,ham
217,0,0,8,ham
56,0,0,1,ham
121,0,0,1,ham
96,0,14,1,spam
165,0,26,3,spam
85,0,0,0,ham
53,0,0,0,ham
48,0,12,0,spam
69,0,0,1,ham
93,0,0,0,ham
164,0,1,3,ham
152,0,0,0,ham
29,0,0,0,ham
106,0,0,1,ham
45,0,0,9,ham
41,0,0,0,ham
31,0,0,0,ham
28,0,0,0,ham
64,0,0,2,ham
109,0,0,0,ham
46,0,0,1,ham
55,0,1,0,ham
45,0,0,0,ham
34,0,0,0,ham
54,0,0,0,ham
50,0,0,0,ham
162,0,0,3,ham
91,0,2,3,ham
134,0,0,0,ham
45,0,0,1,ham
74,0,1,0,ham
33,0,0,0,ham
39,0,0,0,ham
165,0,0,0,ham
28,0,0,0,ham
44,0,0,0,ham
87,0,2,1,ham
41,0,0,1,ham
85,0,1,0,ham
86,0,2,1,ham
15,0,0,0,ham
95,0,0,1,ham
117,0,2,1,ham
45,0,0,1,ham
77,0,0,0,ham
87,0,0,1,ham
42,0,0,1,ham
45,0,0,0,ham
44,0,1,0,ham
27,0,0,0,ham
89,0,0,2,ham
45,0,0,0,ham
50,0,0,0,ham
112,0,11,0,spam
37,0,0,0,ham
102,0,4,0,ham
107,0,0,0,ham
39,0,0,2,ham
27,0,1,0,ham
56,0,0,0,ham
64,0,0,0,ham
38,0,0,0,ham
31,0,0,0,ham
33,0,0,0,ham
39,0,0,0,ham
49,0,1,0,ham
50,0,0,0,ham
95,0,0,0,ham
104,0,3,1,ham
168,0,15,0,spam
75,0,0,1,ham
73,0,0,1,ham
109,0,0,1,ham
42,0,0,0,ham
56,0,0,0,ham
76,0,0,0,spam
28,0,0,0,ham
256,0,0,2,ham
45,0,0,0,ham
43,0,0,0,ham
49,0,0,0,ham
106,0,0,0,ham
116,0,13,0,spam
32,0,0,0,ham
27,0,0,0,ham
125,0,0,0,ham
163,0,13,1,spam
56,0,1,0,ham
153,0,10,1,spam
22,0,1,3,ham
54,0,0,1,ham
92,0,0,1,ham
89,0,17,1,spam
161,0,5,1,spam
148,0,20,6,spam
12,0,0,0,ham
31,0,0,1,ham
8,0,0,0,ham
84,0,0,0,ham
39,0,0,0,ham
127,0,0,0,ham
59,0,0,0,ham
79,0,0,1,ham
55,0,0,0,ham
30,0,0,0,ham
66,0,1,0,ham
40,0,0,0,ham
36,0,0,0,ham
154,0,22,2,spam
84,0,0,0,ham
174,0,9,0,ham
140,0,0,1,ham
38,0,0,1,ham
151,0,13,1,spam
28,0,0,2,ham
48,0,1,0,ham
28,0,0,2,ham
70,0,1,1,ham
166,0,9,2,spam
70,0,0,1,ham
160,0,0,0,ham
123,0,0,2,ham
63,0,0,3,ham
164,0,18,4,spam
39,0,0,1,ham
50,0,1,0,ham
160,0,0,0,ham
154,0,40,4,spam
41,0,0,0,ham
87,0,0,1,ham
45,0,0,1,ham
132,0,0,0,ham
154,0,1,0,ham
43,0,0,1,ham
63,0,0,0,ham
66,0,0,0,ham
29,0,0,1,ham
42,0,0,0,ham
30,0,0,0,ham
74,0,0,0,ham
38,0,0,0,ham
250,0,0,0,ham
144,0,1,0,ham
171,0,0,1,ham
127,0,0,0,ham
61,0,0,0,ham
37,0,0,1,ham
40,0,0,0,ham
40,0,0,1,ham
28,0,0,0,ham
158,0,28,1,spam
108,0,0,4,ham
140,0,29,4,spam
73,0,0,1,ham
54,0,0,0,ham
30,0,0,0,ham
69,0,0,1,ham
65,0,0,0,ham
45,0,0,0,ham
118,0,1,0,ham
33,0,0,0,ham
334,0,0,1,ham
59,0,0,0,ham
96,0,21,2,spam
163,0,0,4,ham
31,0,0,0,ham
164,0,14,25,spam
26,0,0,0,ham
45,0,0,0,ham
43,0,0,1,ham
159,0,0,0,ham
50,0,0,0,ham
47,0,0,0,ham
166,0,2,3,spam
39,0,0,2,ham
92,0,0,1,ham
48,0,0,0,ham
56,0,0,0,ham
96,0,0,0,ham
32,0,0,0,ham
103,0,0,0,ham
158,0,4,0,ham
68,0,0,0,ham
278,0,1,1,ham
27,0,0,0,ham
71,0,0,0,ham
38,0,0,0,ham
75,0,0,1,ham
101,0,1,1,ham
24,0,1,0,ham
72,0,0,0,ham
17,0,0,0,ham
153,0,5,2,spam
166,0,21,2,spam
41,0,0,0,ham
62,0,0,0,ham
130,0,0,1,ham
31,0,0,0,ham
